user_id,round,run_id,timestamp,posts_exact_match_rate,posts_semantic_similarity,posts_content_accuracy,posts_format_compliance,posts_exact_matches,posts_total_samples,replies_mean_rouge1,replies_mean_bleu,replies_mean_perplexity,replies_mean_bertscore_f1,condition
17813513.0,3,run_r50_all_metrics_round_3,,0.0,0.789616862932841,0.8760618766148885,0.5,0,3,0.03409312293006039,0.0,96.24989700317383,0.7929031650225321,run_r50_all_metrics
17813513.0,41,run_r50_all_metrics_round_41,,0.0,0.8023423949877421,0.8842854499816895,1.0,0,3,0.0,0.0,1005.8932495117188,0.8293805122375488,run_r50_all_metrics
17813513.0,26,run_r50_all_metrics_round_26,,0.0,0.7832268277804056,0.8700207670529684,0.8333333333333334,0,3,0.06060606060606061,0.0,1230.1412963867188,0.8385443488756815,run_r50_all_metrics
17813513.0,35,run_r50_all_metrics_round_35,,0.0,0.683331032594045,0.7155025005340576,1.0,0,3,0.0,0.0,576.2593383789062,0.8032038609186808,run_r50_all_metrics
17813513.0,50,run_r50_all_metrics_round_50,,0.0,0.7752084732055664,0.8684620459874471,0.6666666666666666,0,3,0.0,0.0,1176.5749206542969,0.8347235321998596,run_r50_all_metrics
17813513.0,27,run_r50_all_metrics_round_27,,0.0,0.7650333046913147,0.872505247592926,1.0,0,3,0.05555555555555555,0.0,2061.927001953125,0.8369093537330627,run_r50_all_metrics
17813513.0,47,run_r50_all_metrics_round_47,,0.0,0.7759701808293661,0.8588033119837443,0.8333333333333334,0,3,0.0,0.0,4012.2581787109375,0.8314274152119955,run_r50_all_metrics
17813513.0,13,run_r50_all_metrics_round_13,,0.0,0.7782222231229147,0.8637791077295939,0.8333333333333334,0,3,0.0,0.0,458.2183380126953,0.8299903074900309,run_r50_all_metrics
17813513.0,10,run_r50_all_metrics_round_10,,0.0,0.7764547069867452,0.8846495946248373,0.8333333333333334,0,3,0.05555555555555555,0.0,1195.4505615234375,0.8250091274579366,run_r50_all_metrics
17813513.0,21,run_r50_all_metrics_round_21,,0.0,0.7944821119308472,0.8854642311731974,0.8333333333333334,0,3,0.0,0.0,751.448486328125,0.8261018395423889,run_r50_all_metrics
17813513.0,39,run_r50_all_metrics_round_39,,0.0,0.7691502968470255,0.8607902129491171,1.0,0,3,0.0,0.0,836.6376546223959,0.8108879526456197,run_r50_all_metrics
17813513.0,43,run_r50_all_metrics_round_43,,0.0,0.81267778078715,0.8812315066655477,1.0,0,3,0.0,0.0,5849.46044921875,0.8325653870900472,run_r50_all_metrics
17813513.0,36,run_r50_all_metrics_round_36,,0.0,0.7592612703641256,0.8652079105377197,1.0,0,3,0.0,0.0,977.5565999348959,0.8211002151171366,run_r50_all_metrics
17813513.0,19,run_r50_all_metrics_round_19,,0.0,0.7943397760391235,0.8857198556264242,0.8333333333333334,0,3,0.0,0.0,1594.314453125,0.823044220606486,run_r50_all_metrics
17813513.0,7,run_r50_all_metrics_round_7,,0.0,0.8085288405418396,0.8800853292147318,0.6666666666666666,0,3,0.0,0.0,559.5621948242188,0.8295750021934509,run_r50_all_metrics
17813513.0,25,run_r50_all_metrics_round_25,,0.0,0.8129904667536417,0.8996031483014425,0.6666666666666666,0,3,0.06060606060606061,0.0,2152.8590494791665,0.8271764914194742,run_r50_all_metrics
17813513.0,32,run_r50_all_metrics_round_32,,0.0,0.791791836420695,0.8889204263687134,1.0,0,3,0.0,0.0,1575.0830891927083,0.823678453763326,run_r50_all_metrics
17813513.0,15,run_r50_all_metrics_round_15,,0.0,0.776019811630249,0.880475640296936,0.6666666666666666,0,3,0.05555555555555555,0.0,376.36341857910156,0.8088477452596029,run_r50_all_metrics
17813513.0,29,run_r50_all_metrics_round_29,,0.0,0.8188118934631348,0.8921804825464884,1.0,0,3,0.0,0.0,353.08760833740234,0.8200417359670004,run_r50_all_metrics
17813513.0,24,run_r50_all_metrics_round_24,,0.0,0.7629071474075317,0.8568739493687948,0.6666666666666666,0,3,0.05555555555555555,0.0,268.05694071451825,0.8327669501304626,run_r50_all_metrics
17813513.0,17,run_r50_all_metrics_round_17,,0.0,0.777566929658254,0.8675844470659891,0.8333333333333334,0,3,0.05555555555555555,0.0,247.3834431966146,0.8258021672566732,run_r50_all_metrics
17813513.0,46,run_r50_all_metrics_round_46,,0.0,0.782575766245524,0.8746699889500936,1.0,0,3,0.0,0.0,4432.160481770833,0.8258387843767802,run_r50_all_metrics
17813513.0,40,run_r50_all_metrics_round_40,,0.0,0.7802574237187704,0.8696138858795166,1.0,0,3,0.0,0.0,3487.7945658365884,0.8241316080093384,run_r50_all_metrics
17813513.0,38,run_r50_all_metrics_round_38,,0.0,0.7850722869237264,0.8601599534352621,1.0,0,3,0.0,0.0,775.7791086832682,0.8308324615160624,run_r50_all_metrics
16862150.0,10,run_r50_all_metrics_round_10,,0.0,0.8123559951782227,0.891130526860555,0.5,0,3,0.13994857897296922,0.0,165.36460622151694,0.8376639684041342,run_r50_all_metrics
16862150.0,15,run_r50_all_metrics_round_15,,0.0,0.8195098042488098,0.878110388914744,0.5,0,3,0.09976962608541556,0.0,44.470109621683754,0.8284409046173096,run_r50_all_metrics
16862150.0,20,run_r50_all_metrics_round_20,,0.0,0.8123384316762289,0.8845848242441813,0.5,0,3,0.0,0.0,9.30890965461731,0.7185888489087423,run_r50_all_metrics
16862150.0,17,run_r50_all_metrics_round_17,,0.0,0.8476639986038208,1.0,0.6666666666666666,0,3,0.07094757094757094,0.0,126.83227157592773,0.8128412961959839,run_r50_all_metrics
1.5743066908578488e+18,27,run_r50_all_metrics_round_27,,0.0,0.7574181159337362,0.8903095324834188,0.6666666666666666,0,3,0.14751395230847286,0.0,65.726744333903,0.8276537656784058,run_r50_all_metrics
1.5743066908578488e+18,17,run_r50_all_metrics_round_17,,0.0,0.8710591395696005,1.0,0.6666666666666666,0,3,0.10154042475617538,0.0,74.89152018229167,0.8441037734349569,run_r50_all_metrics
1.5743066908578488e+18,49,run_r50_all_metrics_round_49,,0.0,0.8817713260650635,1.0,0.6666666666666666,0,3,0.0747978436657682,0.0,198.1480458577474,0.843375563621521,run_r50_all_metrics
1.5743066908578488e+18,7,run_r50_all_metrics_round_7,,0.0,0.8654248317082723,1.0,0.6666666666666666,0,3,0.05266805266805267,0.0,65.57961781819661,0.8379656672477722,run_r50_all_metrics
1.5743066908578488e+18,50,run_r50_all_metrics_round_50,,0.0,0.8355459968249003,0.897156278292338,0.6666666666666666,0,3,0.0674829931972789,0.0,131.49328740437826,0.8400744994481405,run_r50_all_metrics
1.5743066908578488e+18,10,run_r50_all_metrics_round_10,,0.0,0.8548510670661926,1.0,0.5,0,3,0.09882129489972628,0.0,87.46739832560222,0.8393032550811768,run_r50_all_metrics
1.5743066908578488e+18,15,run_r50_all_metrics_round_15,,0.0,0.8590108752250671,1.0,0.6666666666666666,0,3,0.068387308893638,0.0,60.124430338541664,0.8355546394983927,run_r50_all_metrics
1.5743066908578488e+18,45,run_r50_all_metrics_round_45,,0.0,0.8185938000679016,1.0,0.5,0,3,0.055967841682127394,0.0,66.56609916687012,0.8085204362869263,run_r50_all_metrics
1.5743066908578488e+18,43,run_r50_all_metrics_round_43,,0.0,0.7946299513181051,0.8968872229258219,0.5,0,3,0.10714285714285715,0.0,55.77635828653971,0.8270645340283712,run_r50_all_metrics
