user_id,round,run_id,timestamp,posts_exact_match_rate,posts_semantic_similarity,posts_content_accuracy,posts_format_compliance,posts_exact_matches,posts_total_samples,replies_mean_rouge1,replies_mean_bleu,replies_mean_perplexity,replies_mean_bertscore_f1,replies_mean_combined,replies_std_combined,replies_total_samples,overall_mean_combined_score,overall_std_combined_score,overall_best_score,overall_worst_score
1.4204222245914296e+18,23,run_r50_bertscore_round_23,,0.0,0.6419397595868185,0.5641025641025641,0.5,0,3,0.0,0.0,109.51017506917317,0.8050535122553507,0.832169234752655,0.026951165238021556,3,0.8703520397345225,0.04902269723828635,0.9508274793624877,0.8079544305801392
1.4204222245914296e+18,10,run_r50_bertscore_round_10,,0.0,0.6582202111613876,0.6974358974358973,0.6666666666666666,0,3,0.022222222222222223,0.0,156.5406290690104,0.8031467000643412,0.8305347363154093,0.013997963601903952,3,0.8769325713316599,0.053178697116542016,0.9626125097274779,0.810742974281311
1.4204222245914296e+18,7,run_r50_bertscore_round_7,,0.0,0.720371132135838,0.7405731523378583,0.5,0,3,0.013333333333333334,0.0,174.50523249308267,0.7902926603953043,0.8206513325373331,0.03352775101164552,3,0.8579384386539459,0.05171478566251642,0.9484158754348754,0.7752530574798584
1.4204222245914296e+18,44,run_r50_bertscore_round_44,,0.0,0.6929541047188105,0.7405731523378583,0.5,0,3,0.024691358024691357,0.0,407.82158915201825,0.7984456817309061,0.8240588903427124,0.017131985440664254,3,0.8615210751692454,0.05195369618341103,0.9610769152641296,0.8116697072982788
1.4204222245914296e+18,48,run_r50_bertscore_round_48,,0.0,0.6705882352941176,0.7098039215686275,0.5,0,3,0.0,0.0,202.60377248128256,0.7851495146751404,0.8093458811442057,0.049053364148566335,3,0.8527278403441111,0.0626129209524667,0.9520277976989746,0.7413367033004761
1.4204222245914296e+18,29,run_r50_bertscore_round_29,,0.0,0.6735301735301734,0.6937321937321936,0.6666666666666666,0,3,0.031746031746031744,0.0,5011.398661295573,0.8043713370958964,0.847430427869161,0.011265012656532014,3,0.8896715541680654,0.047494112833932726,0.9709519147872925,0.8315008878707886
1.4204222245914296e+18,25,run_r50_bertscore_round_25,,0.0,0.7013574660633485,0.7405731523378583,0.5,0,3,0.0,0.0,77.64641348520915,0.7920700311660767,0.8026694854100546,0.03107163738995247,3,0.8572568297386169,0.06352266011076918,0.9593002200126648,0.765031099319458
1.4204222245914296e+18,26,run_r50_bertscore_round_26,,0.0,0.6842797725150667,0.7044817927170869,0.5,0,3,0.0,0.0,212.23239262898764,0.7863454818725586,0.8029468456904093,0.05315038386216287,3,0.8493586083253225,0.07057130006227609,0.9709519147872925,0.752892017364502
1.4204222245914296e+18,16,run_r50_bertscore_round_16,,0.0,0.720371132135838,0.7405731523378583,0.5,0,3,0.0,0.0,149.9640858968099,0.7953552802403768,0.8053651253382365,0.0066025783902330815,3,0.8513465225696564,0.053456784748809834,0.9499670863151549,0.8001899719238281
1.4204222245914296e+18,2,run_r50_bertscore_round_2,,0.0,0.720371132135838,0.7405731523378583,0.5,0,3,0.02941176470588235,0.0,122.88031514485677,0.7942407925923666,0.8065720796585083,0.0152891089111367,3,0.8544508814811707,0.057283107874796506,0.9613901376724243,0.7850111722946167
