user_id,round,run_id,timestamp,posts_exact_match_rate,posts_semantic_similarity,posts_content_accuracy,posts_format_compliance,posts_exact_matches,posts_total_samples,replies_mean_rouge1,replies_mean_bleu,replies_mean_perplexity,replies_mean_bertscore_f1,replies_mean_combined,replies_std_combined,replies_total_samples,overall_mean_combined_score,overall_std_combined_score,overall_best_score,overall_worst_score
1.4204222245914296e+18,4,run_r50_perplexity_only_round_4,,0.0,0.7390422443054021,0.7592442645074223,0.5,0,6,0.019827586206896553,0.0,141.24377950032553,0.8110109170277914,0.0,0.0,6,0.0,0.0,0.0,0.0
1390669327.0,27,run_r50_perplexity_only_round_27,,0.0,0.6069283569283569,0.6069283569283569,0.5,0,3,0.10870675659408054,0.0,76.90555572509766,0.8265113830566406,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,50,run_r50_perplexity_only_round_50,,0.0,0.6091177384280834,0.6924510717614166,0.5,0,3,0.07793918427997543,0.0,69.79480234781902,0.8203321894009908,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,29,run_r50_perplexity_only_round_29,,0.0,0.602312467214548,0.602312467214548,0.5,0,3,0.08358860113246079,0.0,76.11956151326497,0.8309066494305929,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,4,run_r50_perplexity_only_round_4,,0.0,0.5572891072891073,0.5572891072891073,0.5,0,3,0.07493233493233493,0.0,45.87416076660156,0.8019555608431498,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,46,run_r50_perplexity_only_round_46,,0.0,0.20590441793505496,0.0,0.39999999999999997,0,3,0.06804329356137563,0.0,58.25816980997721,0.8229250311851501,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,48,run_r50_perplexity_only_round_48,,0.0,0.614719684841636,0.7041505791505792,0.5,0,3,0.08267664827948516,0.0,54.59083684285482,0.8261199990908304,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,3,run_r50_perplexity_only_round_3,,0.0,0.637061087061087,0.637061087061087,0.5,0,3,0.07318903318903319,0.0,35.84886868794759,0.8157216906547546,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,42,run_r50_perplexity_only_round_42,,0.0,0.431538616656584,0.3625730994152047,0.6666666666666666,0,3,0.0743505266480817,0.0,102.28790283203125,0.8254745403925577,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,37,run_r50_perplexity_only_round_37,,0.0,0.6461780014625543,0.7437389770723103,0.6666666666666666,0,3,0.13682983682983682,0.0,68.44470723470052,0.8293753663698832,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,18,run_r50_perplexity_only_round_18,,0.0,0.6259063941990771,0.7072072072072072,0.5,0,3,0.05608465608465608,0.0,128.1274070739746,0.7994951407114664,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,32,run_r50_perplexity_only_round_32,,0.0,0.6167962119181631,0.7062271062271063,0.5,0,3,0.04597701149425287,0.0,432.57912190755206,0.8389414548873901,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,16,run_r50_perplexity_only_round_16,,0.0,0.5959495772309683,0.5959495772309683,0.5,0,3,0.10086788813886209,0.0,61.555572509765625,0.8101645112037659,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,20,run_r50_perplexity_only_round_20,,0.0,0.594126939292178,0.594126939292178,0.5,0,3,0.060520960520960516,0.0,54.25377655029297,0.8058404525121053,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,45,run_r50_perplexity_only_round_45,,0.0,0.4767404887787925,0.41399539073957675,0.8333333333333334,0,3,0.007326007326007325,0.0,128.4464314778646,0.817978024482727,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,36,run_r50_perplexity_only_round_36,,0.0,0.6405643738977073,0.6405643738977073,0.5,0,3,0.10296846011131726,0.0,45.07657241821289,0.8227723240852356,0.0,0.0,3,0.0,0.0,0.0,0.0
1390669327.0,28,run_r50_perplexity_only_round_28,,0.0,0.6118345618345619,0.6118345618345619,0.5,0,3,0.07718834837478905,0.0,48.98892720540365,0.8214830557505289,0.0,0.0,3,0.0,0.0,0.0,0.0
1.4045329932266865e+18,27,run_r50_perplexity_only_round_27,,0.0,0.6108128733313819,0.6584319209504295,0.5833333333333334,0,6,0.1244534751411958,0.0,62.371602058410645,0.8369739353656769,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,46,run_r50_perplexity_only_round_46,,0.0,0.2504742584529818,0.15608465608465608,0.4000000000000001,0,6,0.050354380704818756,0.0,51.11908849080404,0.8186929126580557,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,48,run_r50_perplexity_only_round_48,,0.0,0.4805210489993099,0.4805210489993099,1.0,0,6,0.0985101125377806,0.0,46.09237543741862,0.8215523064136505,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,50,run_r50_perplexity_only_round_50,,0.0,0.22267518779146686,0.2097902097902098,1.0,0,6,0.06487724365082856,0.0,31.339734077453613,0.823116401831309,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,29,run_r50_perplexity_only_round_29,,0.0,0.5169521024784183,0.5169521024784183,0.5833333333333334,0,6,0.018018018018018018,0.0,184.28834215799967,0.8314078549544016,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,3,run_r50_perplexity_only_round_3,,0.0,0.6281329659619134,0.6466514844804319,0.75,0,6,0.03806937431392301,0.0,76.57657051086426,0.8130985001722971,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,42,run_r50_perplexity_only_round_42,,0.0,0.31190410666415586,0.22916666666666666,0.5,0,6,0.06387980796582947,0.0,43.38214937845866,0.8066491385300955,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,4,run_r50_perplexity_only_round_4,,0.0,0.5921840958605664,0.6412037037037036,0.9166666666666666,0,6,0.06889571389571389,0.0,99.52954610188802,0.8247945010662079,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,18,run_r50_perplexity_only_round_18,,0.0,0.6426922084623322,0.6819078947368421,0.5833333333333334,0,6,0.10966183574879225,0.0,112.53270594278972,0.8347042202949524,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,19,run_r50_perplexity_only_round_19,,0.0,0.5840208159287107,0.6316398635477583,0.8333333333333334,0,6,0.07200657539847029,0.0,42.56779352823893,0.8209670583407084,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,26,run_r50_perplexity_only_round_26,,0.0,0.5546906902742142,0.5546906902742142,0.5833333333333334,0,6,0.07893264143264143,0.0,84.16370073954265,0.836722066005071,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,38,run_r50_perplexity_only_round_38,,0.0,0.5951965919071182,0.6779033588244116,0.5,0,6,0.10473983071489466,0.0,89.96327082316081,0.8264790872732798,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,32,run_r50_perplexity_only_round_32,,0.0,0.5212190555439983,0.5212190555439983,0.75,0,6,0.08912483563470619,0.0,53.96344820658366,0.826079269250234,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,16,run_r50_perplexity_only_round_16,,0.0,0.6770907047029339,0.7902412280701755,0.9166666666666666,0,6,0.015873015873015872,0.0,107.51785564422607,0.8326672514279684,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,25,run_r50_perplexity_only_round_25,,0.0,0.6059276980329611,0.6522239943292574,0.5833333333333334,0,6,0.09981481481481481,0.0,102.16150983174641,0.8377102812131246,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,20,run_r50_perplexity_only_round_20,,0.0,0.6305210489993098,0.7198067632850241,0.8333333333333334,0,6,0.15416769817583334,0.0,83.31396675109863,0.8412814239660898,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,45,run_r50_perplexity_only_round_45,,0.0,0.5395366435412202,0.5871556911602678,0.5833333333333334,0,6,0.06538051320660017,0.0,29.451541582743328,0.8024247487386068,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,36,run_r50_perplexity_only_round_36,,0.0,0.5751116922741637,0.6227307398932113,0.5,0,6,0.06713328626612425,0.0,46.56501579284668,0.8188958466053009,0.0,0.0,6,0.0,0.0,0.0,0.0
1.4045329932266865e+18,37,run_r50_perplexity_only_round_37,,0.0,0.5341253881299647,0.5341253881299647,0.5833333333333334,0,6,0.0704029304029304,0.0,34.80883312225342,0.8112247288227081,0.0,0.0,6,0.0,0.0,0.0,0.0
